Interview ID,Date Time,Can I take a few pictures of your house?,In what language would you prefer to run the interview?,ID,"What training have you received, if any, from the municipality or other organisations active in the community?",Which skills would you like to develop further and why?,"Describe how you can contribute towards the improvement of your settlement? (e.g., what skills)",What is your main way to receive information?,What is your main way to communicate with others?,Are you part of the community leadership?,"List any self-organisation initiatives for the improvement of this settlement that you have been part of? (e.g. group savings, farming, cleaning campaign, self-building, etc.)","What community organisation and/or social activity group you are part of? (e.g. church, stokvel, NGO, NPO, Community based organisation, etc.)",What is your average monthly household income?,Where is your home?,Who would you define as the head of your household?,Number of people living in the same household?,How has your economic situation changed since you moved here?,Why did you move to this settlement?,What best describes your accommodation status?,What country do you come from?,What is the highest level of education have you completed?,What year did you move to the settelment?,Where do you come from?,What is your current occupation?,You chose other - What is your occupation?,How do you sustain yourself?,What is the employment status of the participant?,Did you build this house yourself?,Who built your house?,What are the 3 main building materials used to build your house?,What other materials did you use for building your house?,Please describe any self-maintenance or improvements you have made to your house?,What would you change about your house and why?,What would you like to change/worries you the most about living in this settlement and why?,Describe what you like most/makes you most happy about living in this settlement and why?,Boots,Tools,Cooking Utensils,Drainage Issues,Roof,Enterance,Materials Of Construction,Sanitation,Windows,Veg Garden,Cooling Methods,Washing Utensils,Decoration,Heating Methods,How do you dispose of your garbage?,What would you change about garbage disposal and why?,Do you grow your own vegetables?,(If yes) is it for your family or for sale?,Why don't you grow your own vegetables?,What modes of transport are you using to move around?,What other risks or hazards affect you and/or your community?,Have you ever experienced flooding in your home? ,How many times do you experience flooding in your home every year?,In which months have you experienced floods in your home?,Please describe how you were affected by the flooding?,Who would you contact in case of a flood?,Please describe what you would do (actions you take) in case of a flood.,Have you experienced fire in your home?,(If yes) describe how are you were affected by fire?,Who would you contact incase of a fire?,Please describe what you would do (actions you take) in case of fire.,Which of the following items do you own personally?,Item 4 - Audio,Item 5 - Audio,What are the three biggest problems in your life?,Item 3 - Audio 2,Which items do you have currently have access to in your daily life?,"Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important",Are you satified with the water available to you (supply or quality)?,If other: What do you use water for?,(If no) why are you not satisfied with your water?,What do you use the water for?,What type of toilet do you use?,Where do you get your water from?
6368083bd80737daf6fa2abe,2022-11-06T19:17:15,Yes,zu,178487712,,Nothing,Nothing,Radio,Mobile phone,No,,Church,<500,"-29.5598761,30.4100129",Mother,6.0,Improved a bit,the thing that brought me here is to be close to jobs,fully owned,,Primary,2018-01-01,KwaZulu-Natal,,,R350 grant,Unemployed,Yes,,"Corrugated iron sheets,plastic,timber",,,Nothing,I have nothing to worry about,what makes me like it here is that it is close to the city and part-time jobs are easily available,,,https://files.ruralsenses.com/kobo-attachments/987582/178487712/1661269275688.jpg,,https://files.ruralsenses.com/kobo-attachments/987582/178487712/1661269226082.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178487712/1661269211638.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178487712/1661269238442.jpg,,,,,https://files.ruralsenses.com/kobo-attachments/987582/178487712/1661269257328.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178487712/1661269318340.jpg,,Burning,,No,,,minibus taxi,,No,,,,,,No,,,,"Mobile Phone,House,Vegetables,Light Bulb,Toilet flush",The toilet is important for me to relieve myself,the phone is for me to contact my family who lives far away from me,my problem is I don't work and I don't get any subsidy for houses,electricity is for cook and to light,"Light Bulb,Vegetables,Toilet flush,Fridge,House,Mobile Phone","Toilet flush,Light Bulb,House,Mobile Phone,Corrugated Iron Sheet",,,,,Personal pit latrine,Community tap
6368087885ade80002b1d4c0,2022-11-06T19:18:16,Yes,en,178462233,ISN,,Nothing,Mobile internet (please specify app),Mobile phone,Yes,Farming,Church,<500,"-29.5598864,30.4093864",Mother,7.0,Improved a bit,I came here to find school.,fully owned,,Secondary,2021-01-01,KwaZulu-Natal,,,,Unemployed,No,Charity,"Plywood,Corrugated iron sheets,other (specify)",Nails,Furniture,Nothing,"I live next to a drug dealer, which I do not like very much",Being close to the city. Job opportunities are easy to come by,,,https://files.ruralsenses.com/kobo-attachments/987582/178462233/1661260829758.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178462233/1661260779184.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178462233/1661260736461.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178462233/1661260701729.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178462233/1661260759567.jpg,,https://files.ruralsenses.com/kobo-attachments/987582/178462233/1661260889947.jpg,,,https://files.ruralsenses.com/kobo-attachments/987582/178462233/1661260807061.jpg,,,Burn,,No,,No money to buy seedlings,minibus taxi,"Crime,illegal connections",Yes,2.0,"March,November","the floods destroyed my belongings, my house, furniture and food",Neighbour,Run,Yes,the fire burned everything we had and we were beaten and shot,"Neighbour,NGO,Firefighter",Run,"Mobile Phone,Meat,Vegetables,Light Bulb",soap is what I can wash with,That I eat and then go to the toilet,"our belongings were burned, and we were shot, and I don't work, I don't even have a subsidy for the house",the doctor is the one who takes care of my health,"Toilet flush,Mobile Phone,Book and Pen,Doctor,House,Soap","Water,Rainwater Harvesting System,Meat,Toilet flush,Doctor",Yes,Bathing and cleaning,,"drinking,cooking,washing,other (specify)",Communal pit latrine,Community tap
63680a69332e6ac25f7ae633,2022-11-06T19:26:33,Yes,zu,178487659,,Cleaning to keep my place clean,Cleaning,Radio,Mobile phone,No,,Church,<500,"-29.5598263,30.4099947",Mother,5.0,Became worst,work,fully owned,,Primary,2010-01-01,Eastern Cape,,,R350 grant,Unemployed,Yes,,"Corrugated iron sheets,plastic,timber",,,,there is none,what I like about living here is that it's close to part-time jobs,,,https://files.ruralsenses.com/kobo-attachments/987582/178487659/1661265464766.jpg,,https://files.ruralsenses.com/kobo-attachments/987582/178487659/1661265414547.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178487659/1661265396407.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178487659/1661265430304.jpg,,,,,https://files.ruralsenses.com/kobo-attachments/987582/178487659/1661265448869.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178487659/1661265478955.jpg,,Burning,,No,,No place,minibus taxi,illegal electricity,No,,,,,,No,,,,"Corrugated Iron Sheet,Fridge,Toilet flush,Water,Meat",food helps me stay strong with my children,The toilet is a place to relieve ourselves,The problem I have is that I don't have an ID and I don't get housing support,"water is life because I cook with it, drink it and wash with it","Vegetables,Soap,Toilet flush,Fridge,Mobile Phone","Toilet flush,Water,Vegetables,House,Corrugated Iron Sheet",Yes,,,"drinking,cooking,washing",Personal pit latrine,Community tap
63680c8c1c99ae50a3f61f71,2022-11-06T19:35:40,Yes,zu,178487589,,Farming to sell,Farming,Mobile phone,Mobile phone,No,Farming,Church,<500,"-29.5602227,30.4096536",Mother,6.0,Improved a bit,come here because it's close to jobs,fully owned,,Primary,2020-01-01,KwaZulu-Natal,,,,Unemployed,Yes,,"Corrugated iron sheets,plastic,timber",,Furniture,Nothing,there is none,The thing I like here is close to work,,,https://files.ruralsenses.com/kobo-attachments/987582/178487589/1661165851793.jpg,,https://files.ruralsenses.com/kobo-attachments/987582/178487589/1661165794959.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178487589/1661165774574.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178487589/1661165815803.jpg,,https://files.ruralsenses.com/kobo-attachments/987582/178487589/1661165885822.jpg,,,https://files.ruralsenses.com/kobo-attachments/987582/178487589/1661165832678.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178487589/1661165863820.jpg,,Burnt,,No,,No space,minibus taxi,Electricity,Yes,3.0,November,"water enters the house and spoils clothes, bedding, bed and food",Neighbour,Run for help,No,,,,"Corrugated Iron Sheet,Mobile Phone,Fridge,Toilet flush,Irrigation,House",The toilet is important for me to relieve myself,that I eat meat,"I don't work, I don't have housing support and I don't receive a pension",it is important for me to gain energy,"House,Mobile Phone,Vegetables,Toilet flush,Light Bulb","Vegetables,Meat,House,Toilet flush,Water",Yes,,,"drinking,cooking,washing",Personal pit latrine,Community tap
63680fb52199e1801f12f910,2022-11-06T19:49:09,Yes,zu,178475077,,Garden because it helps many people in community,Communication in community about cleaning settlement,Mobile phone,Word of mouth,Yes,Cleaning,,500,,Mother,4.0,Improved a bit,I left home and came here because I'm looking for a job,fully owned,,Secondary,,KwaZulu-Natal,,,,Unemployed,Yes,,"Plywood,Mud Bricks,plastic",,Buying any material for house,,,things are available nearby and you don't ride and just walk,https://files.ruralsenses.com/kobo-attachments/987582/178475077/1661095719987.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178475077/1661095640281.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178475077/1661095677855.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178475077/1661095458174.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178475077/1661095399100.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178475077/1661095333983.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178475077/1661095429801.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178475077/1661095510440.jpg,,https://files.ruralsenses.com/kobo-attachments/987582/178475077/1661095365597.jpg,,,https://files.ruralsenses.com/kobo-attachments/987582/178475077/1661095733204.jpg,,,,Yes,Sale,,minibus taxi,,No,,,,Neighbour,,Yes,All my things were burnt and I was traumatized because even my matric certificate was burnt,Firefighter,,House,the road is important because I know that I can go there and find taxis on the road,the fridge keeps my food from spoiling,"I don't work, I lost a child and I have no parents","I can write the things I need, and I can use pen and a book to write tings",Doctor,"Mobile Phone,Book and Pen,Soap,Road,Fridge",Yes,,,"drinking,cooking,washing",Personal pit latrine,Community tap
636811d1d37172e379b0c2b9,2022-11-06T19:58:09,Yes,zu,178487614,,Garden to sell vegetables,Garden,Mobile phone,Mobile phone,No,,,<500,"-29.5601948,30.4099248",Mother,1.0,Improved a bit,I came here because I work part-time,fully owned,,Primary,2014-01-01,KwaZulu-Natal,,,R350 grant,Unemployed,Yes,,"Corrugated iron sheets,timber,plastic",,,,not working,"it is close to the city to live here, and part-time jobs are available",,,https://files.ruralsenses.com/kobo-attachments/987582/178487614/1661190520085.jpg,,https://files.ruralsenses.com/kobo-attachments/987582/178487614/1661190468220.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178487614/1661190411129.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178487614/1661190486405.jpg,,,,,https://files.ruralsenses.com/kobo-attachments/987582/178487614/1661190505840.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178487614/1661190540394.jpg,,Burning,,No,,No money to buy seeds,minibus taxi,,No,,,,,,No,,,,"House,Mobile Phone,Toilet flush,Light Bulb,Soap",we need electricity to make it easy for me to cook and light,the fridge keeps food fresh,I do not work and I do not receive a pension,I need food so that to be strong,"House,Soap,Vegetables,Fridge,Chicken,Road","Light Bulb,Fridge,Toilet flush,Vegetables,Borehole",Yes,,,"cooking,drinking,washing",Personal pit latrine,Community tap
636819c50ea5c09571478fd8,2022-11-06T20:32:05,Yes,zu,178457106,,Carpentry and farming,Cleaning,Word of mouth,Word of mouth,No,,,<500,"-29.5603,30.4096902",Father,2.0,Became worst,job opportunities were brought me here,fully owned,,Secondary,2000-01-01,KwaZulu-Natal,,,350 grant money,Unemployed,Yes,,"Corrugated iron sheets,Plywood,any recycled material",,,,"the bad thing about living here is that there are no toilets, there is no hygiene, even with corona we were suffering, we didn't even get food parcels, we just didn't get help","We help each other as neighbors here, even if someone is hungry, we are generous even if we don't have living houses, especially in the summer, we suffer from the rains",https://files.ruralsenses.com/kobo-attachments/987582/178457106/1661175307770.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178457106/1661175243785.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178457106/1661175293096.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178457106/1661175189442.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178457106/1661175158830.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178457106/1661175130609.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178457106/1661175174048.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178457106/1661175216973.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178457106/1661175364212.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178457106/1661175146834.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178457106/1661175349871.jpg,,https://files.ruralsenses.com/kobo-attachments/987582/178457106/1661175321862.jpg,,We burn it we have a pit where we all throw it and burn it,,No,,No garden,"Walking,minibus taxi",Windy weather conditions,Yes,3.0,September,"the floods were difficult because our houses were raining and everything was standing wet, we voted but we are suffering. we get part-time workers who pay us only R70, what can you do with that money because things are expensive",Neighbour,We help each other as neighbours,Yes,"fire here is a problem because our houses are close to each other, if the neighbor's fire, we all burn. if we are suffering and high poverty in this area, after fire they donate with one bag of mealie meal and we are many how can we survive with that pocket of mealie-meal with children for 50 people.","Neighbour,Municipal officers",We try and stop fire with water,"House,Soap,Water,Fire","Electricity is important because I light it, and this voice note is because of electricity because I talk to it like this and its use electricity",meat is important because it gives me nutrients for life,"work is important. the houses we live in are not right, we need skills here to make a living because we know how to plant",fire is important because we cook with fire and warm water,"Fire,Water,Rainwater Harvesting System,Light Bulb","Vegetables,Meat,Light Bulb,Fire,Road",No,,There's lot of us living here yet we have to share one tap,"drinking,cooking,washing",,Community tap
63681c9fde62df5db3a0dd32,2022-11-06T20:44:15,Yes,en,178457226,Elokuhlanza indawo esihlala kuyo,Elokutshala,Ikhono lokhu hlanza,Mobile phone,Mobile phone,No,Akukho,Akukho,500,"-29.560252,30.4099718",Mother,2.0,Hasn't changed,I was going to look for a job,fully owned,,Secondary,2014-01-01,KwaZulu-Natal,,,Ngemali yegrand,Unemployed,Yes,,"Corrugated iron sheets,plastic,timber",,Yebo ngakhe enyindlu,Izindonga ziyanetha mekunetha Kanti nayo indlu iyanetha othayela badala,"the house is not right, its leaking and the toilets are not clean",the place is close to the highway and the city and part-time jobs to survive,https://files.ruralsenses.com/kobo-attachments/987582/178457226/1661255668488.jpg,,https://files.ruralsenses.com/kobo-attachments/987582/178457226/1661255650542.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178457226/1661255572603.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178457226/1661255526734.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178457226/1661255504822.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178457226/1661255541045.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178457226/1661255607893.jpg,,https://files.ruralsenses.com/kobo-attachments/987582/178457226/1661255517465.jpg,,https://files.ruralsenses.com/kobo-attachments/987582/178457226/1661255640308.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178457226/1661255678963.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178457226/1661255691574.jpg,Siyawushisa,,Yes,Okomndeni ukuze sikwazi ukuphila,,"Walking,minibus taxi",Isiphepho,Yes,1.0,September,"when there are floods, I run away from this place to live with my sister and come back when the rains stop",Family,Ukhipha impahla okuyiyona engiyvikelayo ngohlala ko Sisi bami,Yes,everything was burnt but I was helped by grant money to survive,Family,Sifonela abosizo abosizo lokuqala nath siwumphakath sibambisane sicishe umlilo,"Solar PV System,Vegetables,Light Bulb,House,Crops,Mobile Phone",the road helps us not to walk where there is mud,bulb is important for me to stay in the light,"I don't work and the child I live with, he is studying away, I have to pay the bus fee and i don't have money",I want to eat meat and mix it with vegetables,"Vegetables,Borehole,Soap,Crops,Water","Meat,Soap,Road,Mobile Phone,Light Bulb",No,,Umpompi uwodwa Kant sibaningi kulendawo futhi awuhlanzekile,"drinking,cooking,washing",Communal pit latrine,Community tap
6368cc71a5dff3404cbfee7b,2022-11-07T09:14:25,Yes,en,178475287,,Dj because I really enjoy it,UK Dj,Mobile phone,Mobile phone,No,,,2500,"-29.5596284,30.4093543",Father,2.0,Hasn't changed,I was going to look for a job and a better life,fully owned,,Tertiary,2015-01-01,KwaZulu-Natal,Other,Ngingunogada,,Wage employee,No,Donations,"Plywood,Corrugated iron sheets,timber",,Akukho,Ukhonkolo,the condition of water and electricity is not right and the houses we live in are not in good condition,it is close to work and people help us especial the neighbors if we have problems,,,,,https://files.ruralsenses.com/kobo-attachments/987582/178475287/1661413133166.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178475287/1661413121248.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178475287/1661413142936.jpg,,https://files.ruralsenses.com/kobo-attachments/987582/178475287/1661413158581.jpg,,,,,,I burn  it,Provide dust bins,No,,Don't have time,"Walking,minibus taxi",,No,,,,NGO,Ngingazama ukuthola usizo,Yes,The fire burned all the important things in our homes and IDs,Neighbour,UK cisha NOK shayela izicisha mlilo,Alcohol,The vegetables are very important to health because they are healthy and nutritious,I love meat because it is food and healthy,"The problem I have faced during the social unrest is that many people are injured. we are not safe here; water is entering the houses. Our electricity is not right, it is a problem because it is not connected in a legal way, we are not safe",corrugated iron is very important because we build our houses and stay with our children on it,"Meat,Doctor,Mobile Phone","Meat,Corrugated Iron Sheet,Chicken,Crops,Light Bulb",No,,Umpompi uwodwa,"washing,cooking,drinking",Personal pit latrine,Community tap
6368d353d37172e379b0c2d5,2022-11-07T09:43:47,Yes,zu,178475269,,Cooking because I really enjoy cooking,Cooking,Mobile phone,Word of mouth,No,,,1500,"-29.5600974,30.4094178",Mother,3.0,Improved a bit,I came here to work.,fully owned,,Secondary,2013-01-01,KwaZulu-Natal,,,Husband is working,Housework (unpaid),No,Roshani,"timber,plastic,Corrugated iron sheets",,,Improve the roof,That they provide us with cleaning materials  to clean  our place so that it is always clean,,,,,,https://files.ruralsenses.com/kobo-attachments/987582/178475269/1661409495809.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178475269/1661409482437.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178475269/1661409502789.jpg,,https://files.ruralsenses.com/kobo-attachments/987582/178475269/1661409541978.jpg,,,,,,Dust bee,,No,,Can't,"Walking,minibus taxi",,No,,,,"Family,Neighbour",Run away,Yes,"We lost everything. Clothes, IDs and certificates for children.","Family,Neighbour",Call the fire department,"House,Toilet flush",The phone is important to get information. It is easy to communicate with other people.,The toilet is important because the ones we have it fill up quickly and smell. The flushed toilet is good,"to find a job, the place we live in is dirty",water is essential and you cannot live without water,"House,Fire,Borehole","House,Fire,Toilet flush,Water,Mobile Phone",No,,Because we are sharing one tap,"drinking,cooking,washing",Personal pit latrine,Community tap
6368e1bf85ade80002b1d4ea,2022-11-07T10:45:19,Yes,en,178462251,,Architecture (planning),Building,Mobile internet (please specify app),Mobile phone,No,,,2500,"-29.5598131,30.4093907",Father,1.0,Improved a bit,I had no place to live. I saw a place where I could live,fully owned,,Secondary,2021-01-01,Eastern Cape,Other,Brick layer,,Self employed,No,Cherity,"Corrugated iron sheets,Plywood,other (specify)",Nails,Covered the house with ceiling baord on the wall,Nothing,What makes me sad at the moment is that I don't have a toilet. It becomes difficult when I have to go to the toilet,Everything you want is close by. It is easy to find a job,https://files.ruralsenses.com/kobo-attachments/987582/178462251/1661263532092.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178462251/1661263435153.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178462251/1661263477566.jpg,,https://files.ruralsenses.com/kobo-attachments/987582/178462251/1661263360228.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178462251/1661263345140.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178462251/1661263379442.jpg,,https://files.ruralsenses.com/kobo-attachments/987582/178462251/1661263569003.jpg,,,,https://files.ruralsenses.com/kobo-attachments/987582/178462251/1661263552704.jpg,,Keep it in the plastic and when the plastic is full I take it to the road so it can be collected,Nothing,No,,No space,minibus taxi,Crime illegal connections racial discrimination,No,,,,"NGO,Friends,Family",Seek for help,Yes,The day of the fire was really bad because my girlfriend died. Everything I had was burned,"Municipal officers,Friends,Family,NGO,Firefighter",,"Mobile Phone,Fire",Bathing is important because you cannot go to work without washing because you will smell.,The phone is important because we can communicate with families who live far away. The other people we live with are easy to reach by phone.,"The problem is that we were shot. We were without food, without sleeping blankets. In the cold, we slept by the fire until dawn.",Plants help because we get fresh food. You do not need to go shopping if you have your own grown vegetables,"Toilet flush,Water,Light Bulb","Mobile Phone,Toilet flush,Borehole,Shower,Crops",,,,,,Community tap
6368e316a284b8ea37985d1a,2022-11-07T10:51:02,Yes,zu,178475132,There is none,Cooking because I really enjoy cooking,Cooking,Radio,Word of mouth,No,There is none,I.s.n,1500,"-29.5601508,30.4090483",Mother,7.0,Improved a bit,I came because I'm looking for part-time jobs and my children study nearby,fully owned,,Secondary,2011-01-01,KwaZulu-Natal,,,Social grant,Unemployed,Yes,,"Corrugated iron sheets,plastic,timber",,Yes,To put DStv and put concrete floor,,I like this place because it is close to the city. It is easy to find jobs. Everything is close by.,,,,,https://files.ruralsenses.com/kobo-attachments/987582/178475132/1661163114300.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178475132/1661163091945.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178475132/1661163138108.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178475132/1661163165020.jpg,,,,https://files.ruralsenses.com/kobo-attachments/987582/178475132/1661163179636.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178475132/1661163204663.jpg,,Burn it,Would get dust bin to throw the dirt,No,,Don't have time,"Walking,minibus taxi",There is none,No,,,,Neighbour,I would run to a better place,Yes,I was very traumatized because even the children died. I had to start my life  all over,Firefighter,I would call the fire department,"Meat,Chicken,Fridge,Toilet flush",I cook the chicken and eat it. Very helpful,The fridge helps because it keeps food for a long time,"A house was burnt down, floods,  I lost everything","A doctor is necessary because when you are sick you go to him. Even if your child is sick, you go to the doctor. The doctor is very helpful.","Meat,Toilet flush,Light Bulb,Soap,Chicken","Light Bulb,Water,Meat,Fridge,Doctor",No,,Because the tap breaks all the time,"drinking,cooking,washing",Personal pit latrine,Community tap
6368e3f2b06d87dd6a665518,2022-11-07T10:54:42,Yes,zu,178475277,,Garden would like to develop more skills,Garden,Radio,Word of mouth,No,,,500,,Father,1.0,Improved a bit,Because I have to fix other things. I have to have a bed because I am old,fully owned,,Primary,1994-01-01,KwaZulu-Natal,,,Part time jobs,Unemployed,No,Roshani,"Corrugated iron sheets,timber,any recycled material",,,"Build a blocks house,because I want a safer house which will not give me stress",There is no problem yet because I am still working on other things,This place is good because I don't ride,,,,,https://files.ruralsenses.com/kobo-attachments/987582/178475277/1661411005521.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178475277/1661410993035.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178475277/1661411014596.jpg,,,,,,,,Put it in a plastic and wait for the municipal truck to take the dirty,,No,,Am old now,"Walking,minibus taxi",,No,,,,"Friends,Family,Neighbour",Would evacuate and ask for help,Yes,I was devastated because all the goods I had were burnt,"Family,Firefighter,Neighbour",Would call the fire department and ask for help,"Borehole,Chicken","I breed it, I will eat it, I will take it nearby",I wash the bedclothes with soap,I do not have any problems as long as you put the groceries in the house for me,toilets are important in this place because we don't have any,"Water,Toilet flush,Chicken,Light Bulb","Meat,Toilet flush,Road,Soap,Chicken",No,,Because they come out slowly and many people are using one tap,"drinking,cooking,washing",Communal pit latrine,Community tap
636929154c47681a34b1e966,2022-11-07T15:49:41,Yes,en,178457248,Akukho,Ibhola leynyawo ukuze intsha izophuma kuzidakamizwa,Ukulima,Mobile phone,Mobile phone,No,Akukho,Akukho,1500,"-29.5600257,30.4094398",Father,2.0,Improved a bit,I came here in 2017 because I am looking for a job,fully owned,,Secondary,2017-01-01,Eastern Cape,,,,Wage employee,No,NGO,"Corrugated iron sheets,timber,other (specify)",Nails,Yebo impahla yasendlin,Amaplangwe ngifake amablocks ngoba kungena imvula nomoya futhi kulula ukushiswa umlilo,"I can change a lot. We do not have a tap, the house I live in, electricity and toilets.",Because I do not pay rent. When I go to work I walk,https://files.ruralsenses.com/kobo-attachments/987582/178457248/1661330325598.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178457248/1661330268305.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178457248/1661330306447.jpg,,https://files.ruralsenses.com/kobo-attachments/987582/178457248/1661330185926.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178457248/1661330163596.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178457248/1661330204684.jpg,,https://files.ruralsenses.com/kobo-attachments/987582/178457248/1661330366866.jpg,,,https://files.ruralsenses.com/kobo-attachments/987582/178457248/1661330297824.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178457248/1661330339959.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178457248/1661330353759.jpg,Uyawushisa,,No,,Awunazo ingadi,"Walking,minibus taxi",Isphepho,Yes,5.0,September,I was very disturbed because the water was full in the house,,Ngocela usizo kubangan noma omakhelwane,Yes,"I was very hurt because I lost a lot, now I have to start all over and buy again",Neighbour,Sozama ukucisha,"Corrugated Iron Sheet,Soap,House,Water,Vegetables,Mobile Phone",Because I sign at work and write,Meat is so important that I eat it and it is needed by the body,Finding a job. Working without pay is where I used to work. That was a big problem.,Because the doctor will be here for me if I am burned or washed away by floods,"Light Bulb,Road,Doctor,Fire,House,Meat,Water,Mobile Phone","Doctor,Corrugated Iron Sheet,Shower,Meat,Book and Pen",No,,Awuhlanzekile umpompi futhi uyavuza,"drinking,cooking,washing",Communal pit latrine,Community tap
63692ab6f3418476b684b16e,2022-11-07T15:56:38,Yes,en,178462347,,Security to keep our place safe,"Welding,mechanical engineering",Mobile phone,Mobile phone,No,,,2000,"-29.5598204,30.4092765",Father,1.0,Improved a bit,I came here for looking for the job that is why I am staying here,fully owned,,Tertiary,2015-01-01,KwaZulu-Natal,Shop employee,,,Wage employee,No,Donations,"Corrugated iron sheets,timber,any recycled material",,,,"If I was a President I was going to find and get jobs for other people
 Make better houses and better education for children.",I like this place because it is closer to work. It is safe to stay here,,,https://files.ruralsenses.com/kobo-attachments/987582/178462347/1661360241799.jpg,,https://files.ruralsenses.com/kobo-attachments/987582/178462347/1661360188349.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178462347/1661360120201.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178462347/1661360215573.jpg,,https://files.ruralsenses.com/kobo-attachments/987582/178462347/1661360312851.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178462347/1661360169957.jpg,,,https://files.ruralsenses.com/kobo-attachments/987582/178462347/1661360268202.jpg,https://files.ruralsenses.com/kobo-attachments/987582/178462347/1661360280303.jpg,Burn it,,Yes,For the family,,"Walking,minibus taxi",,No,,,,NGO,Seek for help,Yes,"The fire burn everything and I lost everything, I lost my clothes, my id, my belonging and my dog",NGO,Try to stop the fire,"Fan,Corrugated Iron Sheet,Water,Vegetables,Fire,Soap,Book and Pen","This is important items. When we building or fixing our houses because our houses are made of planks, sometimes we need nails to help.us fix our houses","Because there is no electricity, we need that fire to cook. We need to make fire in winter and boil water with fire","I wish I can have a wife; I wish I will have a house, and I wish to have the car so that life will be easy","doctor is good for my health, sometimes when i get sick or my neighbour get sick then need the doctor to help","Borehole,River,Light Bulb,House,Corrugated Iron Sheet","House,Fire,Corrugated Iron Sheet,Doctor,Soap",No,,There's a lot of us sometimes we have to quee,"drinking,cooking,washing",Communal pit latrine,Community tap
